;date;time;consumption_w;generation_w;temperature_c;humidity_perc;radiation_Wm_2;power_w_zone_1_hvac1;power_w_zone_1_hvac2;power_w_zone_1_hvac3;power_w_zone_1_light;power_w_zone_1_sockets;power_w_zone_2_hvac1;power_w_zone_2_hvac2;power_w_zone_2_light;power_w_zone_2_sockets;power_w_zone_3_hvac1;power_w_zone_3_hvac2;power_w_zone_3_hvac3;power_w_zone_3_light;power_w_zone_3_sockets;power_w_zone_4_hvac;power_w_zone_4_light;power_w_zone_4_sockets;power_w_zone_5_hvac;power_w_zone_5_light;power_w_zone_5_sockets;power_w_hvac;power_w_light;power_w_socket;isoweekday;period_of_day
4507;2019-01-16;15:40:00;4410;400;11.0;91.0;61.0;8;0;0;212;571;0;157;0;871;0;0;408;0;390;10;0;162;686;536;399;1269;748;2393;3;3
4508;2019-01-16;15:45:00;4527;402;11.1;91.0;60.0;8;0;0;0;564;0;1001;0;890;0;0;429;0;391;9;0;163;147;536;389;1594;536;2397;3;3
4509;2019-01-16;15:50:00;3679;438;11.1;91.0;67.0;6;0;0;0;571;0;164;0;871;0;0;493;0;389;10;0;163;393;277;342;1066;277;2336;3;3
4510;2019-01-16;15:55:00;3867;467;11.1;91.0;73.0;7;0;0;90;578;0;164;0;863;0;0;649;0;385;11;0;162;427;216;315;1258;306;2303;3;3
4511;2019-01-16;16:00:00;4515;384;11.0;91.0;64.0;10;0;0;160;587;0;988;0;859;0;0;623;0;386;10;0;160;206;213;313;1837;373;2305;3;3
4512;2019-01-16;16:05:00;4060;262;11.0;91.0;46.0;9;0;0;160;588;0;163;0;865;0;0;588;0;385;10;0;160;610;217;305;1380;377;2303;3;3
4513;2019-01-16;16:10:00;3290;204;11.1;91.0;37.0;7;0;0;160;585;0;166;0;865;0;0;376;0;386;9;0;165;41;214;316;599;374;2317;3;3
4514;2019-01-16;16:15:00;4999;160;11.1;91.0;28.0;7;0;0;160;583;0;1070;0;862;0;0;436;0;388;8;0;163;792;217;313;2313;377;2309;3;3
4515;2019-01-16;16:20:00;3291;195;11.1;91.0;32.0;8;0;0;160;616;0;165;0;867;0;0;457;0;387;11;0;163;0;149;308;641;309;2341;3;3
4516;2019-01-16;16:25:00;4067;159;11.2;91.0;27.0;9;0;0;160;571;0;162;0;864;0;0;626;0;387;11;0;162;819;0;296;1627;160;2280;3;3
4517;2019-01-16;16:30:00;4107;107;11.2;91.0;16.0;7;0;0;160;598;0;1005;0;860;0;0;613;0;389;9;0;163;0;0;303;1634;160;2313;3;3
4518;2019-01-16;16:35:00;3839;101;11.2;91.0;14.0;6;0;0;160;594;0;163;0;860;0;0;565;0;384;11;0;159;641;0;296;1386;160;2293;3;3
4519;2019-01-16;16:40:00;3567;75;11.1;91.0;12.0;8;0;0;160;577;0;538;0;859;0;0;383;0;386;8;0;159;197;0;292;1134;160;2273;3;3
4520;2019-01-16;16:45:00;3704;72;11.2;91.0;11.0;6;0;0;160;591;0;637;0;867;0;0;455;0;386;11;0;160;138;0;293;1247;160;2297;3;3
4521;2019-01-16;16:50:00;3803;97;11.1;91.0;13.0;7;0;0;160;580;0;166;0;872;0;0;460;0;386;10;0;164;701;0;297;1344;160;2299;3;3
4522;2019-01-16;16:55:00;4069;116;11.2;91.0;16.0;7;0;0;160;585;0;986;0;854;0;0;621;0;385;10;0;163;0;0;298;1624;160;2285;3;3
4523;2019-01-16;17:00:00;4731;116;11.2;91.0;18.0;308;0;297;160;581;0;233;0;856;0;0;603;0;388;11;0;161;840;0;293;2292;160;2279;3;3
4524;2019-01-16;17:05:00;3640;136;11.1;91.0;21.0;228;0;208;160;595;0;170;0;864;0;0;559;0;391;11;0;161;0;0;293;1176;160;2304;3;3
4525;2019-01-16;17:10:00;6375;133;11.2;91.0;22.0;875;0;877;160;601;0;997;0;860;0;0;407;0;387;10;0;162;742;0;297;3908;160;2307;3;3
4526;2019-01-16;17:15:00;5163;76;11.1;92.0;14.0;1003;0;1006;160;601;0;173;0;858;0;0;418;0;385;11;0;161;98;0;289;2709;160;2294;3;3
4527;2019-01-16;17:20:00;5098;39;11.1;91.0;5.0;893;0;920;160;602;0;173;0;857;0;0;465;0;386;11;0;161;180;0;290;2642;160;2296;3;3
4528;2019-01-16;17:25:00;6295;19;11.1;91.0;0.0;819;0;823;160;599;0;932;0;849;0;0;602;0;386;10;0;161;660;0;294;3846;160;2289;3;3
4529;2019-01-16;17:30:00;4701;0;11.0;91.0;0.0;740;0;735;160;593;0;169;0;843;0;0;604;0;388;11;0;161;0;0;297;2259;160;2282;3;3
4530;2019-01-16;17:35:00;5370;0;10.9;92.0;0.0;668;0;668;160;585;0;165;0;863;0;0;587;0;385;12;0;161;816;0;300;2916;160;2294;3;3
4531;2019-01-16;17:40:00;5158;0;10.9;92.0;0.0;671;0;672;160;598;0;929;0;859;0;0;410;0;385;10;0;164;0;0;300;2692;160;2306;3;3
4532;2019-01-16;17:45:00;4105;0;10.8;92.0;0.0;191;0;185;160;596;0;167;0;871;0;0;457;0;386;11;0;164;621;0;296;1632;160;2313;3;3
4533;2019-01-16;17:50:00;3353;0;10.8;92.0;0.0;6;0;0;160;589;0;171;0;867;0;0;461;0;385;12;0;165;241;0;296;891;160;2302;3;3
4534;2019-01-16;17:55:00;4644;0;10.8;92.0;0.0;6;0;0;160;570;0;1049;0;868;0;0;631;0;387;11;0;165;504;0;293;2201;160;2283;3;3
4535;2019-01-16;18:00:00;3353;0;10.8;92.0;0.0;7;0;0;16;503;0;170;0;864;0;0;603;0;385;12;0;166;337;0;290;1129;16;2208;3;4
4536;2019-01-16;18:05:00;3355;0;10.8;92.0;0.0;6;0;0;0;510;0;527;0;862;0;0;594;0;386;12;0;165;0;0;293;1139;0;2216;3;4
4537;2019-01-16;18:10:00;4036;0;10.7;92.0;0.0;6;0;0;0;499;0;553;0;860;0;0;417;0;385;12;0;164;839;0;301;1827;0;2209;3;4
4538;2019-01-16;18:15:00;2823;0;10.7;92.0;0.0;6;0;0;0;499;0;174;0;854;0;0;435;0;385;11;0;161;0;0;298;626;0;2197;3;4
4539;2019-01-16;18:20:00;4471;0;10.8;92.0;0.0;8;0;0;0;490;0;984;0;852;0;0;466;0;386;10;0;161;817;0;297;2285;0;2186;3;4
4540;2019-01-16;18:25:00;3000;0;10.7;92.0;0.0;5;0;0;0;500;0;173;0;863;0;0;608;0;384;12;0;161;0;0;294;798;0;2202;3;4
4541;2019-01-16;18:30:00;3902;0;10.8;92.0;0.0;6;0;0;0;506;0;172;0;940;0;0;633;0;385;12;0;161;789;0;298;1612;0;2290;3;4
4542;2019-01-16;18:35:00;3914;0;10.8;92.0;0.0;4;0;0;0;499;0;1009;0;909;0;0;595;0;384;10;0;160;49;0;295;1667;0;2247;3;4
4543;2019-01-16;18:40:00;3559;0;10.8;92.0;0.0;9;0;0;0;567;0;171;0;863;0;0;421;0;386;10;0;159;678;0;295;1289;0;2270;3;4
4544;2019-01-16;18:45:00;3008;0;10.8;92.0;0.0;6;0;0;0;575;0;169;0;859;0;0;399;0;384;10;0;159;147;0;300;731;0;2277;3;4
4545;2019-01-16;18:50:00;3950;0;10.8;92.0;0.0;6;0;0;0;555;0;991;0;855;0;0;462;0;385;11;0;161;229;0;295;1699;0;2251;3;4
4546;2019-01-16;18:55:00;3628;0;10.8;92.0;0.0;4;0;0;0;509;0;173;0;847;0;0;634;0;382;11;0;161;615;0;292;1437;0;2191;3;4
4547;2019-01-16;19:00:00;3424;0;10.7;92.0;0.0;7;0;0;0;497;0;538;0;868;0;0;639;0;384;12;0;164;27;0;288;1223;0;2201;3;4
4548;2019-01-16;19:05:00;4172;0;10.7;92.0;0.0;8;0;0;0;496;0;560;0;866;0;0;598;0;383;12;0;161;798;0;290;1976;0;2196;3;4
4549;2019-01-16;19:10:00;2794;0;10.7;92.0;0.0;6;0;0;0;493;0;170;0;865;0;0;411;0;383;12;0;161;0;0;293;599;0;2195;3;4
4550;2019-01-16;19:15:00;4376;0;10.7;92.0;0.0;6;0;0;0;490;0;917;0;866;0;0;430;0;385;10;0;164;813;0;295;2176;0;2200;3;4
4551;2019-01-16;19:20:00;2931;0;10.6;92.0;0.0;6;0;0;0;493;0;233;0;865;0;0;470;0;387;12;0;163;2;0;300;723;0;2208;3;4
4552;2019-01-16;19:25:00;3316;0;10.6;92.0;0.0;4;0;0;0;493;0;169;0;860;0;0;634;0;383;12;0;166;298;0;297;1117;0;2199;3;4
4553;2019-01-16;19:30:00;4469;0;10.5;92.0;0.0;7;0;0;0;488;0;1059;0;862;0;0;605;69;382;11;0;166;527;0;293;2209;69;2191;3;4
4554;2019-01-16;19:35:00;2967;0;10.4;92.0;0.0;7;0;0;0;487;0;173;0;876;0;0;576;0;379;12;0;169;0;0;288;768;0;2199;3;4
4555;2019-01-16;19:40:00;3611;0;10.4;92.0;0.0;8;0;0;0;491;0;170;0;868;0;0;410;0;375;11;0;160;828;0;290;1427;0;2184;3;4
4556;2019-01-16;19:45:00;3628;0;10.4;92.0;0.0;9;0;0;0;484;0;917;0;875;0;0;432;26;377;10;0;161;0;51;286;1368;77;2183;3;4
4557;2019-01-16;19:50:00;3521;0;10.4;92.0;0.0;8;0;0;0;490;0;171;0;874;0;0;852;50;378;10;0;160;0;224;304;1041;274;2206;3;4
4558;2019-01-16;19:55:00;3276;0;10.3;92.0;0.0;8;0;0;0;489;0;173;0;869;0;0;611;50;377;10;0;163;0;220;306;802;270;2204;3;4
4559;2019-01-16;20:00:00;3631;0;10.3;92.0;0.0;7;0;0;0;487;0;999;0;872;0;0;145;50;376;11;0;163;0;216;305;1162;266;2203;3;4
4560;2019-01-16;20:05:00;2640;0;10.2;92.0;0.0;7;0;0;0;491;0;174;0;868;0;0;0;25;378;10;0;161;0;216;310;191;241;2208;3;4
4561;2019-01-16;20:10:00;3155;0;10.2;92.0;0.0;7;0;0;0;484;0;718;0;869;0;0;0;0;378;10;0;161;0;215;313;735;215;2205;3;4
4562;2019-01-16;20:15:00;2927;0;10.1;92.0;0.0;7;0;0;0;486;0;496;0;862;0;0;0;0;378;11;0;161;0;215;311;514;215;2198;3;4
4563;2019-01-16;20:20:00;2600;0;10.1;92.0;0.0;7;0;0;0;485;0;180;0;853;0;0;0;0;379;11;0;160;0;215;310;198;215;2187;3;4
4564;2019-01-16;20:25:00;3372;0;10.0;92.0;0.0;8;0;0;0;492;0;944;0;852;0;0;0;0;378;11;0;164;0;214;309;963;214;2195;3;4
4565;2019-01-16;20:30:00;2604;0;9.9;92.0;0.0;8;0;0;0;484;0;178;0;858;0;0;0;0;378;12;0;161;-1;214;312;197;214;2193;3;4
4566;2019-01-16;20:35:00;2613;0;9.8;92.0;0.0;7;0;0;0;493;0;175;0;865;0;0;0;0;376;12;0;163;0;214;308;194;214;2205;3;4
4567;2019-01-16;20:40:00;3344;0;9.7;92.0;0.0;9;0;0;0;483;0;921;0;866;0;0;0;0;376;11;0;159;0;213;306;941;213;2190;3;4
4568;2019-01-16;20:45:00;2622;0;9.5;92.0;0.0;8;0;0;0;491;0;180;0;870;0;0;0;0;378;12;0;160;0;214;309;200;214;2208;3;4
4569;2019-01-16;20:50:00;2610;0;9.4;92.0;0.0;6;0;0;0;487;0;180;0;858;0;0;0;0;377;12;0;163;0;214;313;198;214;2198;3;4
4570;2019-01-16;20:55:00;3410;0;9.4;92.0;0.0;9;0;0;0;488;0;995;0;849;0;0;0;0;377;11;0;160;0;214;307;1015;214;2181;3;4
4571;2019-01-16;21:00:00;2612;0;9.4;92.0;0.0;7;0;0;0;493;0;180;0;859;0;0;0;0;378;11;0;162;0;214;308;198;214;2200;3;4
4572;2019-01-16;21:05:00;2602;0;9.4;92.0;0.0;5;0;0;0;486;0;174;0;865;0;0;0;0;377;11;0;163;0;214;307;190;214;2198;3;4
4573;2019-01-16;21:10:00;3264;0;9.4;92.0;0.0;6;0;0;0;489;0;906;0;865;0;0;0;0;378;11;0;161;0;149;299;923;149;2192;3;4
4574;2019-01-16;21:15:00;2380;0;9.3;92.0;0.0;5;0;0;0;488;0;176;0;862;0;0;0;0;377;12;0;164;0;0;296;193;0;2187;3;4
4575;2019-01-16;21:20:00;2377;0;9.3;92.0;0.0;8;0;0;0;489;0;179;0;861;0;0;0;0;377;11;0;161;0;0;291;198;0;2179;3;4
4576;2019-01-16;21:25:00;3096;0;9.2;93.0;0.0;6;0;0;0;490;0;907;0;852;0;0;0;0;376;11;0;162;0;0;292;924;0;2172;3;4
4577;2019-01-16;21:30:00;2383;0;9.3;93.0;0.0;8;0;0;0;484;0;180;0;870;0;0;0;0;379;12;0;160;0;0;290;200;0;2183;3;4
4578;2019-01-16;21:35:00;2375;0;9.3;93.0;0.0;7;0;0;0;483;0;177;0;867;0;0;0;0;378;12;0;161;0;0;290;196;0;2179;3;4
4579;2019-01-16;21:40:00;3182;0;9.2;93.0;0.0;8;0;0;0;488;0;982;0;863;0;0;0;0;378;12;0;161;0;0;290;1002;0;2180;3;4
4580;2019-01-16;21:45:00;2380;0;9.2;93.0;0.0;9;0;0;0;493;0;178;0;858;0;0;0;0;377;12;0;164;0;0;289;199;0;2181;3;4
4581;2019-01-16;21:50:00;2374;0;9.1;93.0;0.0;7;0;0;0;488;0;180;0;852;0;0;0;0;378;12;0;163;0;0;294;199;0;2175;3;4
4582;2019-01-16;21:55:00;3101;0;9.1;93.0;0.0;9;0;0;0;490;0;910;0;847;0;0;0;0;378;12;0;164;0;0;291;931;0;2170;3;4
4583;2019-01-16;22:00:00;2379;0;9.0;93.0;0.0;7;0;0;0;496;0;180;0;856;0;0;0;0;378;12;0;160;0;0;290;199;0;2180;3;4
4584;2019-01-16;22:05:00;2383;0;8.9;93.0;0.0;10;0;0;0;490;0;177;0;864;0;0;0;0;380;12;0;159;0;0;291;199;0;2184;3;4
4585;2019-01-16;22:10:00;3177;0;8.9;93.0;0.0;6;0;0;0;485;0;976;0;866;0;0;0;0;379;12;0;161;0;0;292;994;0;2183;3;4
4586;2019-01-16;22:15:00;2366;0;8.8;93.0;0.0;8;0;0;0;486;0;173;0;852;0;0;0;0;379;11;0;160;0;0;297;192;0;2174;3;4
4587;2019-01-16;22:20:00;2356;0;8.8;93.0;0.0;5;0;0;0;492;0;170;0;847;0;0;0;0;376;11;0;161;0;0;294;186;0;2170;3;4
4588;2019-01-16;22:25:00;3104;0;8.8;93.0;0.0;6;0;0;0;490;0;919;0;849;0;0;0;0;377;10;0;161;0;0;292;935;0;2169;3;4
4589;2019-01-16;22:30:00;2362;0;8.9;93.0;0.0;6;0;0;0;486;0;177;0;850;0;0;0;0;378;11;0;162;0;0;292;194;0;2168;3;4
4590;2019-01-16;22:35:00;2391;0;8.9;93.0;0.0;6;0;0;0;493;0;179;0;865;0;0;0;0;379;12;0;162;0;0;295;197;0;2194;3;4
4591;2019-01-16;22:40:00;3051;0;8.9;93.0;0.0;9;0;0;0;489;0;850;0;860;0;0;0;0;377;12;0;161;0;0;293;871;0;2180;3;4
4592;2019-01-16;22:45:00;2499;0;8.8;93.0;0.0;7;0;0;0;486;0;300;0;862;0;0;0;0;378;11;0;162;0;0;293;318;0;2181;3;4
4593;2019-01-16;22:50:00;2374;0;8.8;93.0;0.0;7;0;0;0;489;0;176;0;860;0;0;0;0;377;12;0;160;0;0;293;195;0;2179;3;4
4594;2019-01-16;22:55:00;2862;0;8.8;93.0;0.0;7;0;0;0;488;0;671;0;853;0;0;0;0;376;12;0;161;0;0;294;690;0;2172;3;4
4595;2019-01-16;23:00:00;2629;0;8.7;93.0;0.0;9;0;0;0;487;0;435;0;856;0;0;0;0;379;11;0;160;0;0;292;455;0;2174;3;4
4596;2019-01-16;23:05:00;2379;0;8.7;93.0;0.0;10;0;0;0;484;0;179;0;863;0;0;0;0;378;12;0;159;0;0;294;201;0;2178;3;4
4597;2019-01-16;23:10:00;2737;0;8.7;93.0;0.0;7;0;0;0;489;0;535;0;865;0;0;0;0;379;11;0;159;0;0;292;553;0;2184;3;4
4598;2019-01-16;23:15:00;2744;0;8.6;93.0;0.0;6;0;0;0;487;0;557;0;854;0;0;0;0;379;10;0;160;0;0;291;573;0;2171;3;4
4599;2019-01-16;23:20:00;2451;0;8.4;93.0;0.0;9;0;0;0;491;0;170;0;938;0;0;0;0;378;11;0;164;0;0;290;190;0;2261;3;4
4600;2019-01-16;23:25:00;2437;0;8.3;93.0;0.0;8;0;0;0;483;0;178;0;921;0;0;0;0;379;12;0;164;-1;0;293;197;0;2240;3;4
4601;2019-01-16;23:30:00;3262;0;8.2;93.0;0.0;6;0;0;0;488;0;991;0;929;0;0;0;0;380;11;0;164;0;0;293;1008;0;2254;3;4
4602;2019-01-16;23:35:00;2440;0;8.2;93.0;0.0;8;0;0;0;483;0;176;0;930;0;0;0;0;377;12;0;160;0;0;294;196;0;2244;3;4
4603;2019-01-16;23:40:00;2434;0;8.2;93.0;0.0;8;0;0;0;479;0;174;0;930;0;0;0;0;378;11;0;163;0;0;291;193;0;2241;3;4
4604;2019-01-16;23:45:00;3166;0;8.1;93.0;0.0;7;0;0;0;492;0;904;0;920;0;0;0;0;377;11;0;159;0;0;296;922;0;2244;3;4
4605;2019-01-16;23:50:00;2390;0;8.1;93.0;0.0;5;0;0;0;495;0;179;0;865;0;0;0;0;378;12;0;162;-1;0;295;195;0;2195;3;4
4606;2019-01-16;23:55:00;2348;0;7.9;93.0;0.0;5;0;0;0;488;0;170;0;844;0;0;0;0;377;11;0;158;0;0;295;186;0;2162;3;4
4607;2019-01-17;00:00:00;3105;0;7.9;93.0;0.0;7;0;0;0;485;0;904;0;857;0;0;0;0;380;11;0;160;0;0;301;922;0;2183;4;1
4608;2019-01-17;00:05:00;2369;0;7.8;93.0;0.0;7;0;0;0;482;0;171;0;866;0;0;0;0;377;11;0;160;0;0;295;189;0;2180;4;1
4609;2019-01-17;00:10:00;2381;0;7.8;93.0;0.0;7;0;0;0;487;0;170;0;862;0;0;0;0;380;11;0;163;0;0;301;188;0;2193;4;1
4610;2019-01-17;00:15:00;2860;0;7.7;93.0;0.0;6;0;0;0;491;0;653;0;862;0;0;0;0;378;11;0;163;0;0;296;670;0;2190;4;1
4611;2019-01-17;00:20:00;2674;0;7.7;93.0;0.0;7;0;0;0;487;0;477;0;857;0;0;0;0;378;11;0;162;0;0;295;495;0;2179;4;1
4612;2019-01-17;00:25:00;2370;0;7.7;93.0;0.0;6;0;0;0;491;0;170;0;859;0;0;0;0;377;12;0;161;0;0;294;188;0;2182;4;1
4613;2019-01-17;00:30:00;2370;0;7.7;94.0;0.0;7;0;0;0;486;0;170;0;860;0;0;0;0;379;12;0;161;0;0;295;189;0;2181;4;1
4614;2019-01-17;00:35:00;3136;0;7.7;94.0;0.0;7;0;0;0;484;0;934;0;864;0;0;0;0;379;10;0;161;0;0;297;951;0;2185;4;1
4615;2019-01-17;00:40:00;2367;0;7.7;94.0;0.0;8;0;0;0;484;0;170;0;860;0;0;0;0;377;12;0;161;0;0;295;190;0;2177;4;1
4616;2019-01-17;00:45:00;2389;0;7.6;94.0;0.0;8;0;0;0;486;0;170;0;874;0;0;0;0;378;12;0;162;0;0;299;190;0;2199;4;1
4617;2019-01-17;00:50:00;3174;0;7.6;93.0;0.0;6;0;0;0;490;0;962;0;864;0;0;0;0;380;10;0;163;0;0;299;978;0;2196;4;1
4618;2019-01-17;00:55:00;2371;0;7.7;94.0;0.0;8;0;0;0;486;0;170;0;862;0;0;0;0;377;11;0;162;0;0;295;189;0;2182;4;1
4619;2019-01-17;01:00:00;2361;0;7.7;94.0;0.0;6;0;0;0;483;0;170;0;861;0;0;0;0;376;11;0;161;0;0;293;187;0;2174;4;1
4620;2019-01-17;01:05:00;3158;0;7.7;94.0;0.0;7;0;0;0;486;0;957;0;864;0;0;0;0;377;10;0;164;0;0;293;974;0;2184;4;1
4621;2019-01-17;01:10:00;2389;0;7.7;94.0;0.0;7;0;0;0;484;0;175;0;870;0;0;0;0;383;11;0;163;0;0;296;193;0;2196;4;1
4622;2019-01-17;01:15:00;2402;0;7.7;94.0;0.0;8;0;0;0;490;0;178;0;870;0;0;0;0;386;12;0;159;0;0;299;198;0;2204;4;1
4623;2019-01-17;01:20:00;2517;0;7.7;94.0;0.0;7;0;0;0;479;0;316;0;869;0;0;0;0;376;12;0;161;0;0;297;335;0;2182;4;1
4624;2019-01-17;01:25:00;2951;0;7.7;94.0;0.0;7;0;0;0;486;0;757;0;860;0;0;0;0;377;11;0;159;0;0;294;775;0;2176;4;1
4625;2019-01-17;01:30:00;2368;0;7.8;94.0;0.0;4;0;0;0;487;0;170;0;863;0;0;0;0;378;10;0;160;0;0;296;184;0;2184;4;1
4626;2019-01-17;01:35:00;2375;0;7.8;94.0;0.0;6;0;0;0;489;0;170;0;865;0;0;0;0;378;10;0;158;0;0;299;186;0;2189;4;1
4627;2019-01-17;01:40:00;3112;0;7.8;94.0;0.0;8;0;0;0;483;0;911;0;868;0;0;0;0;378;11;0;159;0;0;294;930;0;2182;4;1
4628;2019-01-17;01:45:00;2379;0;7.8;94.0;0.0;7;0;0;0;489;0;171;0;864;0;0;0;0;377;11;0;162;0;0;298;189;0;2190;4;1
4629;2019-01-17;01:50:00;2369;0;7.8;94.0;0.0;5;0;0;0;485;0;170;0;859;0;0;0;0;381;11;0;160;0;0;298;186;0;2183;4;1
4630;2019-01-17;01:55:00;3163;0;7.9;94.0;0.0;4;0;0;0;485;0;978;0;850;0;0;0;0;377;12;0;161;0;0;296;994;0;2169;4;1
4631;2019-01-17;02:00:00;2370;0;7.9;94.0;0.0;6;0;0;0;487;0;171;0;855;0;0;0;0;381;11;0;162;0;0;297;188;0;2182;4;1
4632;2019-01-17;02:05:00;2382;0;8.0;94.0;0.0;7;0;0;0;490;0;170;0;864;0;0;0;0;378;11;0;162;0;0;300;188;0;2194;4;1
4633;2019-01-17;02:10:00;3106;0;8.1;94.0;0.0;8;0;0;0;486;0;901;0;862;0;0;0;0;379;11;0;163;0;0;296;920;0;2186;4;1
4634;2019-01-17;02:15:00;2395;0;8.1;94.0;0.0;7;0;0;0;487;0;191;0;862;0;0;0;0;380;12;0;161;0;0;295;210;0;2185;4;1
4635;2019-01-17;02:20:00;2379;0;8.2;94.0;0.0;7;0;0;0;490;0;170;0;864;0;0;0;0;378;12;0;162;0;0;296;189;0;2190;4;1
4636;2019-01-17;02:25:00;2449;0;8.2;94.0;0.0;8;0;0;0;486;0;245;0;863;0;0;0;0;378;11;0;160;-1;0;299;263;0;2186;4;1
4637;2019-01-17;02:30:00;3031;0;8.3;94.0;0.0;6;0;0;0;486;0;829;0;858;0;0;0;0;379;11;0;159;0;0;303;846;0;2185;4;1
4638;2019-01-17;02:35:00;2376;0;8.3;94.0;0.0;8;0;0;0;487;0;171;0;859;0;0;0;0;379;11;0;159;0;0;302;190;0;2186;4;1
4639;2019-01-17;02:40:00;2376;0;8.3;94.0;0.0;8;0;0;0;486;0;172;0;861;0;0;0;0;378;11;0;164;0;0;296;191;0;2185;4;1
4640;2019-01-17;02:45:00;3104;0;8.3;94.0;0.0;5;0;0;0;481;0;897;0;866;0;0;0;0;380;12;0;163;0;0;300;914;0;2190;4;1
4641;2019-01-17;02:50:00;2378;0;8.4;94.0;0.0;9;0;0;0;481;0;171;0;871;0;0;0;0;379;11;0;160;-1;0;297;190;0;2188;4;1
4642;2019-01-17;02:55:00;2418;0;8.4;94.0;0.0;8;0;0;0;528;0;173;0;863;0;0;0;0;379;11;0;161;0;0;295;192;0;2226;4;1
4643;2019-01-17;03:00:00;3114;0;8.4;94.0;0.0;7;0;0;0;484;0;909;0;863;0;0;0;0;380;12;0;163;0;0;296;928;0;2186;4;1
4644;2019-01-17;03:05:00;2386;0;8.4;94.0;0.0;8;0;0;0;488;0;175;0;861;0;0;0;0;379;11;0;161;0;0;303;194;0;2192;4;1
4645;2019-01-17;03:10:00;2386;0;8.3;94.0;0.0;7;0;0;0;486;0;172;0;860;0;0;0;0;383;12;0;161;0;0;305;191;0;2195;4;1
4646;2019-01-17;03:15:00;3055;0;8.3;94.0;0.0;7;0;0;0;483;0;851;0;859;0;0;0;0;381;11;0;159;0;0;304;869;0;2186;4;1
4647;2019-01-17;03:20:00;2441;0;8.3;94.0;0.0;6;0;0;0;490;0;239;0;861;0;0;0;0;379;11;0;158;0;0;297;256;0;2185;4;1
4648;2019-01-17;03:25:00;2383;0;8.3;94.0;0.0;6;0;0;0;489;0;177;0;862;0;0;0;0;379;11;0;160;0;0;299;194;0;2189;4;1
4649;2019-01-17;03:30:00;2656;0;8.3;94.0;0.0;8;0;0;0;484;0;456;0;857;0;0;0;0;378;12;0;161;0;0;300;476;0;2180;4;1
4650;2019-01-17;03:35:00;2885;0;8.3;94.0;0.0;8;0;0;0;485;0;679;0;861;0;0;0;0;379;11;0;161;0;0;301;698;0;2187;4;1
4651;2019-01-17;03:40:00;2380;0;8.2;94.0;0.0;8;0;0;0;482;0;178;0;861;0;0;0;0;381;12;0;161;0;0;297;198;0;2182;4;1
4652;2019-01-17;03:45:00;2400;0;8.2;94.0;0.0;6;0;0;0;499;0;175;0;870;0;0;0;0;378;11;0;161;0;0;300;192;0;2208;4;1
4653;2019-01-17;03:50:00;3147;0;8.2;94.0;0.0;6;0;0;0;514;0;906;0;868;0;0;0;0;381;12;0;160;0;0;300;924;0;2223;4;1
4654;2019-01-17;03:55:00;2386;0;8.2;94.0;0.0;10;0;0;0;494;0;177;0;861;0;0;0;0;377;12;0;158;0;0;297;199;0;2187;4;1
4655;2019-01-17;04:00:00;2390;0;8.2;94.0;0.0;8;0;0;0;499;0;175;0;860;0;0;0;0;379;12;0;162;0;0;295;195;0;2195;4;1
4656;2019-01-17;04:05:00;3093;0;8.2;94.0;0.0;6;0;0;0;485;0;894;0;857;0;0;0;0;380;12;0;159;0;0;300;912;0;2181;4;1
4657;2019-01-17;04:10:00;2393;0;8.1;94.0;0.0;8;0;0;0;496;0;179;0;862;0;0;0;0;378;12;0;159;0;0;299;199;0;2194;4;1
4658;2019-01-17;04:15:00;2378;0;8.1;94.0;0.0;7;0;0;0;492;0;176;0;858;0;0;0;0;378;10;0;160;0;0;297;193;0;2185;4;1
4659;2019-01-17;04:20:00;2856;0;8.1;94.0;0.0;7;0;0;0;485;0;657;0;858;0;0;0;0;378;11;0;161;0;0;299;675;0;2181;4;1
4660;2019-01-17;04:25:00;2640;0;8.1;94.0;0.0;7;0;0;0;492;0;428;0;861;0;0;0;0;379;11;0;161;0;0;301;446;0;2194;4;1
4661;2019-01-17;04:30:00;2374;0;8.1;94.0;0.0;8;0;0;0;486;0;175;0;858;0;0;0;0;378;11;0;159;0;0;299;194;0;2180;4;1
4662;2019-01-17;04:35:00;2377;0;8.1;94.0;0.0;5;0;0;0;489;0;175;0;860;0;0;0;0;380;11;0;160;0;0;297;191;0;2186;4;1
4663;2019-01-17;04:40:00;3118;0;8.1;94.0;0.0;6;0;0;0;506;0;896;0;864;0;0;0;0;378;11;0;160;0;0;297;913;0;2205;4;1
4664;2019-01-17;04:45:00;2400;0;8.1;94.0;0.0;5;0;0;0;500;0;177;0;869;0;0;0;0;378;12;0;161;0;0;298;194;0;2206;4;1
4665;2019-01-17;04:50:00;2389;0;8.0;94.0;0.0;8;0;0;0;490;0;176;0;865;0;0;0;0;380;12;0;161;0;0;297;196;0;2193;4;1
4666;2019-01-17;04:55:00;3178;0;7.9;94.0;0.0;7;0;0;0;494;0;965;0;859;0;0;0;0;379;12;0;162;0;0;300;984;0;2194;4;1
4667;2019-01-17;05:00:00;2389;0;7.9;95.0;0.0;7;0;0;0;491;0;173;0;867;0;0;0;0;382;12;0;160;0;0;297;192;0;2197;4;1
4668;2019-01-17;05:05:00;2385;0;7.9;94.0;0.0;8;0;0;0;491;0;177;0;861;0;0;0;0;378;12;0;161;0;0;297;197;0;2188;4;1
